Type,Name,Difference,Url1,Url2,Value1,Value2
"Entity","okn_paymenttransaction","Only In VM TEST","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","okn_paymenttransaction",""
"Entity","okn_paymentgatewaycardtype","Only In VM TEST","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","okn_paymentgatewaycardtype",""
"Entity","okn_autonumber","Only In VM TEST","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","okn_autonumber",""
"Entity","new_testentity2","Only In VM TEST","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","new_testentity2",""
"Entity","new_testpaymenttyperecurrence","Only In VM TEST","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","new_testpaymenttyperecurrence",""
"Entity","okn_paymentgateway","Only In VM TEST","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","okn_paymentgateway",""
"Entity","okn_paymenttypeconfigurationentryfield","Only In VM TEST","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","okn_paymenttypeconfigurationentryfield",""
"Entity","jmcg_testentity","Only In VM TEST","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","jmcg_testentity",""
"Entity","okn_paymenterrorlog","Only In VM TEST","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","okn_paymenterrorlog",""
"Entity","new_testentity1","Only In VM TEST","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","new_testentity1",""
"Entity","new_testpaymenttypecontext","Only In VM TEST","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","new_testpaymenttypecontext",""
"Entity","new_testpaymenttype","Only In VM TEST","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","new_testpaymenttype",""
"Entity","okn_workflowtask","Only In VM TEST","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","okn_workflowtask",""
"Entity","new_testentity3","Only In VM TEST","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","new_testentity3",""
"Entity","jmcg_testentitytwo","Only In VM TEST","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","jmcg_testentitytwo",""
"Entity","okn_paymenttypeconfiguration","Only In VM TEST","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","okn_paymenttypeconfiguration",""
"Entity","okn_paymentsettings","Only In VM TEST","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","okn_paymentsettings",""
"Entity","new_testentitysolutionadd","Only In VM TEST","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","new_testentitysolutionadd",""
"Entity","jmcg_testentitythree","Only In VM TEST","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","jmcg_testentitythree",""
"Entity","okn_paymenttoken","Only In VM TEST","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","okn_paymenttoken",""
"Entity","jmcg_testnew","Only In VM TEST","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","jmcg_testnew",""
"Entity","jmcg_workflowtask","Only In Workflow Scheduler","","http://qa2012/WorkflowScheduler/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","jmcg_workflowtask"
"Entity","jmcg_wstestsettings","Only In Workflow Scheduler","","http://qa2012/WorkflowScheduler/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","","jmcg_wstestsettings"
"Entity","convertrule","Different Description","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","http://qa2012/WorkflowScheduler/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","Defines the settings for automatic case creation.","For internal use only."
"Entity","routingruleitem","Different Description","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","http://qa2012/WorkflowScheduler/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","Please provide the description for entity","For internal use only."
"Entity","sla","Different Description","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","http://qa2012/WorkflowScheduler/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","Contains information about the tracked service-level KPIs for cases that belong to different customers.","For internal use only."
"Entity","entitlementtemplatechannel","Different Description","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","http://qa2012/WorkflowScheduler/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","Contains predefined support terms for a channel to create entitlements for customers.","For internal use only."
"Entity","entitlement","Different Description","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","http://qa2012/WorkflowScheduler/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","Defines the amount and type of support a customer should receive.","For internal use only."
"Entity","convertruleitem","Different Description","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","http://qa2012/WorkflowScheduler/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","Defines the individual conditions required for creating case automatically.","For internal use only."
"Entity","routingrule","Different Description","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","http://qa2012/WorkflowScheduler/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","Define Routing Rule to route cases to right people at the right time","For internal use only."
"Entity","entitlementtemplate","Different Description","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","http://qa2012/WorkflowScheduler/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","Contains predefined customer support terms that can be used to created entitlements for customers.","For internal use only."
"Entity","entitlementchannel","Different Description","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","http://qa2012/WorkflowScheduler/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","Defines the amount and type of support for a channel.","For internal use only."
"Entity","socialactivity","Different Description","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","http://qa2012/WorkflowScheduler/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","Activity that is delivered using social protocols.","For internal use only."
"Entity","slaitem","Different Description","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","http://qa2012/WorkflowScheduler/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","Contains information about a tracked support  KPI for a specific customer.","For internal use only."
"Entity","socialprofile","Different Description","http://qa2012/TEST/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","http://qa2012/WorkflowScheduler/tools/solution/edit.aspx?id=fd140aaf-4df4-11dd-bd17-0019b9312238","This entity is used to store social profile information of its associated account and contacts on different social channels.","For internal use only."
"Field","[convertrule] modifiedonbehalfby","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=86fb645d-5cd7-4651-9812-7e3a388418fa&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=86fb645d-5cd7-4651-9812-7e3a388418fa&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Unique identifier of the delegate user who modified the record.","For internal use only."
"Field","[convertrule] owningteam","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=e3e78c7e-8311-437d-96f9-6097b34c5e83&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=e3e78c7e-8311-437d-96f9-6097b34c5e83&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Unique identifier for the team that owns the record.","For internal use only."
"Field","[convertrule] solutionid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=d9dd337c-0314-4f42-bad3-fe5c9aef7b8c&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=d9dd337c-0314-4f42-bad3-fe5c9aef7b8c&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Unique identifier of the associated solution.","For internal use only."
"Field","[convertrule] description","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=7a2c3cd9-ce28-4fcb-a7e3-734ab1701e3b&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=7a2c3cd9-ce28-4fcb-a7e3-734ab1701e3b&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Type additional information to describe the rule for creating cases automatically.","For internal use only."
"Field","[convertrule] createdonbehalfby","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=4a63371d-70fe-4bdb-85c8-261c897a1fc6&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=4a63371d-70fe-4bdb-85c8-261c897a1fc6&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Unique identifier of the delegate user who created the record.","For internal use only."
"Field","[convertrule] transactioncurrencyid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=ad36090e-18e3-4230-929a-3619901c19c5&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=ad36090e-18e3-4230-929a-3619901c19c5&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Unique identifier of the currency associated with the queue.","For internal use only."
"Field","[convertrule] checkifresolved","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=09dd2bbc-5697-4adc-8f86-ccc9ca74a847&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=09dd2bbc-5697-4adc-8f86-ccc9ca74a847&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Choose whether an item related to a resolved case should be converted to a case.","For internal use only."
"Field","[convertrule] name","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=448f33f3-40f3-4a81-ad60-71d1eaef7cc1&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=448f33f3-40f3-4a81-ad60-71d1eaef7cc1&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Type a title or name of the queue for which the setting is defined.","For internal use only."
"Field","[convertrule] responsetemplateid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=fc989282-ad4d-4890-9a8f-8dcb447fbfcc&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=fc989282-ad4d-4890-9a8f-8dcb447fbfcc&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Choose the email template to use to create an automatic response to the customer.","For internal use only."
"Field","[convertrule] owninguser","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=367a1506-f9f0-4fe9-b76a-a54671ef82e8&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=367a1506-f9f0-4fe9-b76a-a54671ef82e8&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Unique identifier for the user that owns the record.","For internal use only."
"Field","[convertrule] checkactiveentitlement","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=c71b04f0-bc07-4772-a0b4-a521d7706b24&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=c71b04f0-bc07-4772-a0b4-a521d7706b24&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Choose whether cases should be created for customers with active entitlements.","For internal use only."
"Field","[convertrule] checkdirectmessages","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=988aeba8-862d-456b-87bf-70648d165250&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=988aeba8-862d-456b-87bf-70648d165250&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Information whether case needs to be created for direct messages.","For internal use only."
"Field","[convertrule] checkblockedsocialprofile","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=9faf7339-0de7-4dff-85ce-702633d71d21&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=9faf7339-0de7-4dff-85ce-702633d71d21&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Information whether case needs to be created for black listed social profiles.","For internal use only."
"Field","[convertrule] sourcetypecode","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=0d9ff58b-863f-4185-9d05-623b8a990589&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=0d9ff58b-863f-4185-9d05-623b8a990589&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Source of the case.","For internal use only."
"Field","[convertrule] statecode","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=f4a03539-daaf-4154-82b4-0f363b2b3745&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=f4a03539-daaf-4154-82b4-0f363b2b3745&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Status of the Convert Rule","For internal use only."
"Field","[convertrule] versionnumber","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=15561f59-da25-48cc-bc24-3d228c529d77&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=15561f59-da25-48cc-bc24-3d228c529d77&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Version number of the convert rule.","For internal use only."
"Field","[convertrule] modifiedby","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=bf914651-0018-4554-aed1-00ef62ad5ea2&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=bf914651-0018-4554-aed1-00ef62ad5ea2&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Unique identifier of the user who modified the record.","For internal use only."
"Field","[convertrule] allowunknownsender","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=1c9641da-3825-4266-adfc-100c9e651e67&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=1c9641da-3825-4266-adfc-100c9e651e67&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Choose whether items from unknown senders should be converted to cases.","For internal use only."
"Field","[convertrule] resolvedsince","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=36cacde7-16f0-421e-ac4e-26de91b476e5&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=36cacde7-16f0-421e-ac4e-26de91b476e5&entityId=145e132d-0130-4591-ba36-7fbe059df17c","If you want to create a new case for an item associated with a resolved case, type how long a case must remain resolved before a new case is created for the associated item.","For internal use only."
"Field","[convertrule] modifiedon","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=5ada203f-8937-4539-b70f-1d7fa0c91075&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=5ada203f-8937-4539-b70f-1d7fa0c91075&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Date and time when the record was modified.","For internal use only."
"Field","[convertrule] exchangerate","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=ac0571ff-0b03-4ead-ac33-29bfb609bd9b&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=ac0571ff-0b03-4ead-ac33-29bfb609bd9b&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Exchange rate for the currency associated with the queue with respect to the base currency.","For internal use only."
"Field","[convertrule] sendautomaticresponse","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=ade5faa0-edca-43a0-9e92-8ec9a5330081&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=ade5faa0-edca-43a0-9e92-8ec9a5330081&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Choose whether to send an automatic email response to the customer after a case is created.","For internal use only."
"Field","[convertrule] statuscode","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=6ef4a984-b1f4-4b9a-9840-94eed55f967e&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=6ef4a984-b1f4-4b9a-9840-94eed55f967e&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Reason for the status of the Convert Rule","For internal use only."
"Field","[convertrule] ownerid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=38648b97-6bc5-4146-b37f-81ac0ffc54af&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=38648b97-6bc5-4146-b37f-81ac0ffc54af&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Owner Id","For internal use only."
"Field","[convertrule] createdon","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=021fb1ff-5e59-407f-94db-fee710c8511c&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=021fb1ff-5e59-407f-94db-fee710c8511c&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Date and time when the record was created.","For internal use only."
"Field","[convertrule] createdby","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=ef81b404-f5a3-47cb-9d99-93cd4818473b&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=ef81b404-f5a3-47cb-9d99-93cd4818473b&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Unique identifier of the user who created the record.","For internal use only."
"Field","[convertrule] workflowid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=6b3fa085-ce46-4733-815f-06fdaebafb71&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=6b3fa085-ce46-4733-815f-06fdaebafb71&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Shows the workflow for this rule.","For internal use only."
"Field","[convertrule] queueid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=f8178119-510b-4f7c-ad82-75e491ace4b6&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=f8178119-510b-4f7c-ad82-75e491ace4b6&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Choose the queue that the rule is assigned to.","For internal use only."
"Field","[convertrule] convertruleid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=44b9acf9-b559-4200-abcd-6615fca057e5&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=44b9acf9-b559-4200-abcd-6615fca057e5&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Unique identifier for entity instances","For internal use only."
"Field","[convertrule] owningbusinessunit","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=70292546-f00a-4ea1-9650-e3d823b91397&entityId=145e132d-0130-4591-ba36-7fbe059df17c","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=70292546-f00a-4ea1-9650-e3d823b91397&entityId=145e132d-0130-4591-ba36-7fbe059df17c","Shows the business unit that the convert rule owner belongs to.","For internal use only."
"Field","[account] new_picklist","Only In VM TEST","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=2b84a7e5-f01c-e711-8100-000c293dc890&entityId=70816501-edb9-4740-a16c-6a5efbc05d84","","new_picklist",""
"Field","[account] jmcg_testdeltafield","Only In VM TEST","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=6f81ac70-b557-e511-80d5-000c2931bf1a&entityId=70816501-edb9-4740-a16c-6a5efbc05d84","","jmcg_testdeltafield",""
"Field","[activitypointer] community","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=76d56be0-127d-449f-b63b-f4b382adcf73&entityId=c821cd41-f315-43d1-8fa6-82787b6f06e7","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=76d56be0-127d-449f-b63b-f4b382adcf73&entityId=c821cd41-f315-43d1-8fa6-82787b6f06e7","Shows how contact about the social activity originated, such as from Twitter or Facebook. This field is read-only.","For internal use only."
"Field","[routingruleitem] owninguser","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=cc4f4e66-6cce-4481-a85c-851199e07a37&entityId=214931a4-b6be-e211-b29e-00219b669420","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=cc4f4e66-6cce-4481-a85c-851199e07a37&entityId=214931a4-b6be-e211-b29e-00219b669420","Unique identifier for the user that owns the record.","For internal use only."
"Field","[routingruleitem] description","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=12c44ea7-b0e8-48e8-8d79-d486b976686c&entityId=214931a4-b6be-e211-b29e-00219b669420","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=12c44ea7-b0e8-48e8-8d79-d486b976686c&entityId=214931a4-b6be-e211-b29e-00219b669420","Type additional information to describe the rule item.","For internal use only."
"Field","[routingruleitem] createdonbehalfby","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=211a80c9-1d8a-45a7-89a1-e5b988aae06b&entityId=214931a4-b6be-e211-b29e-00219b669420","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=211a80c9-1d8a-45a7-89a1-e5b988aae06b&entityId=214931a4-b6be-e211-b29e-00219b669420","Unique identifier of the delegate user who created the record.","For internal use only."
"Field","[routingruleitem] transactioncurrencyid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=bc91e13b-4a40-4934-be07-fb15aa1cf427&entityId=214931a4-b6be-e211-b29e-00219b669420","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=bc91e13b-4a40-4934-be07-fb15aa1cf427&entityId=214931a4-b6be-e211-b29e-00219b669420","Unique identifier of the currency associated with the Routing Rule.","For internal use only."
"Field","[routingruleitem] name","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=254931a4-b6be-e211-b29e-00219b669420&entityId=214931a4-b6be-e211-b29e-00219b669420","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=254931a4-b6be-e211-b29e-00219b669420&entityId=214931a4-b6be-e211-b29e-00219b669420","Name of the Routing Rule Item.","For internal use only."
"Field","[routingruleitem] assignobjectidmodifiedon","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=8f1e53c0-f9b8-42a2-99a6-6902c8b83979&entityId=214931a4-b6be-e211-b29e-00219b669420","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=8f1e53c0-f9b8-42a2-99a6-6902c8b83979&entityId=214931a4-b6be-e211-b29e-00219b669420","Shows the date and time when the item was last assigned to a user.","For internal use only."
"Field","[routingruleitem] conditionxml","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=9c610367-c7ec-45df-b8a3-d801c9580486&entityId=214931a4-b6be-e211-b29e-00219b669420","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=9c610367-c7ec-45df-b8a3-d801c9580486&entityId=214931a4-b6be-e211-b29e-00219b669420","Condition for Rule item","For internal use only."
"Field","[routingruleitem] sequencenumber","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=93fde486-1353-4c03-933a-4b00ac20895a&entityId=214931a4-b6be-e211-b29e-00219b669420","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=93fde486-1353-4c03-933a-4b00ac20895a&entityId=214931a4-b6be-e211-b29e-00219b669420","Sequence number of the routing rule item","For internal use only."
"Field","[routingruleitem] routedqueueid","Different Description","http://qa2012/TEST/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=c3ce0e72-7e15-4eb7-99f5-f258450556cd&entityId=214931a4-b6be-e211-b29e-00219b669420","http://qa2012/WorkflowScheduler/tools/systemcustomization/attributes/manageAttribute.aspx?attributeId=c3ce0e72-7e15-4eb7-99f5-f258450556cd&entityId=214931a4-b6be-e211-b29e-00219b669420","Choose the Queue that the item is assigned to.","For internal use only."
